ID,Você conhece e já utilizou o Simulador de Aposentadoria no SOUGOV.BR?,Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência",Eu achei o Simulador de Aposentadoria muito complexo,"2
Eu achei o Simulador de Aposentadoria muito complexo",Eu achei o Simulador de Aposentadoria fácil de usar,"3
Eu achei o Simulador de Aposentadoria fácil de usar",Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria,"4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria",Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas,"5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas",Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência,"6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência",Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente,"7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente",Eu achei o Simulador de Aposentadoria difícil de usar,"8
Eu achei o Simulador de Aposentadoria difícil de usar",Eu me senti confiante usando o Simulador de Aposentadoria,"9
Eu me senti confiante usando o Simulador de Aposentadoria",Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria,"10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria","Agradeço a sua participação e abro o espaço para que você possa contribuir com alguma crítica, sugestão ou elogio sobre o Simulador de Aposentadoria.","Some a pontuação total de todas as questões ímpares (questões 1, 3, 5, 7 e 9) e, em seguida, subtraia 5 do total para obter (X).","Some a pontuação total de todas as questões de número par (questões 2, 4, 6, 8 e 10), então subtraia esse total de 25 para obter (Y).","Some a pontuação total dos novos valores (X+Y) e multiplique por 2,5.",clean_text,comment_in_english
2713,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Muito prático e didático.,19,19,95,pratico didatico,Very practical and didactic.
2716,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Ao escolher os meses que eu quero para simular o valor da minha minha aposentadoria vem uma mensagem de erro. Como o valor está relacionado a média dos meses isso faz muita diferença.,14,17,"77,5",escolher querer vir mensagem erro relacionado media diferenca,"When choosing the months I want to simulate the value of my retirement, an error message appears. As the value is related to the average of the months, this makes a lot of difference."
2723,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Discordo parcialmente,2,"Senti falta da aplicação das regras especiais de aposentadoria para serem aplicadas, como aposentadoria especial para pessoa com deficiência.",14,14,70,sentir aplicacao regra especial aplicar especial pessoa deficiencia,"I missed the application of special retirement rules to be applied, such as special retirement for people with disabilities."
2726,Sim,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Não tenho sugestão ,16,16,80,sugestao,I have no suggestion
2728,Sim,Concordo totalmente,5,Concordo parcialmente,4,Concordo totalmente,5,Concordo parcialmente,4,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Entendo q Deveria ser esclarecido pq tempo existente não foi considerado. No meu caso ocorreu isso e não consegui entender 
Já no questionário entendo q a dificuldade não está no uso do simulador mas na interpretação das hipóteses previstas. Para essas sem dúvida é necessário ajuda de alguém da área ",19,11,75,enter esclarecer existente considerar ocorrer conseguir entender questionario enter dificuldade uso interpretacao hipotese prever duvida necessario ajuda alguem,"I understand that it should be clarified because existing time was not considered. In my case, this happened and I couldn't understand it. In the questionnaire, I understand that the difficulty is not in using the simulator but in interpreting the predicted hypotheses. For these, you definitely need help from someone in the field."
2731,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"O simulador, foi muito útil, pois agora tenho a noção, por qual regra irei me aposentar e o fundamento legal.",20,20,100,util nocao regrar irei fundamento legal,"The simulator was very useful, as now I have an idea of ​​what rules I will retire under and the legal basis."
2733,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Discordo parcialmente,2,Discordo parcialmente,2,"Deveria também fazer simulação na regra que ainda não atingiu o direito, usando uma projeção de salário futuros. Realizando assim, uma simulação também nessa regra para orientação da melhor opção ao servidor.",13,17,75,regra atingir direito projecao salario futuro realizar regra orientacao opcao,"You should also do a simulation on the rule that has not yet reached the right, using a projection of future salaries. thus carrying out a simulation also using this rule to guide the server towards the best option."
2734,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,O simulador não apresenta nenhum resultado. ,8,11,"47,5",nenhum resultado,The simulator does not show any results.
2736,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Discordo parcialmente,2,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Deveria constar o valor a ser recebido e não só o tempo previsto para aposentadoria. 
Tb sugiro q contenham opções de aposentadoria por invalidez no caso de servidor com doença relacionada e não relacionada ao trabalho.",15,20,"87,5",constar receber prever sugiro conter opcao invalidez doenca relacionar relacionar trabalho,It should include the amount to be received and not just the estimated time for retirement. I also suggest that they contain disability retirement options in the case of employees with work-related and non-work-related illnesses.
2748,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Gostei muito de ter essa funcionalidade pois agora consigo eu mesma simular minha aposentadoria. Gostaria que houvesse a possibilidade de simular salário também pelo fundamento legal que ainda não está atingido mas que falta pouco tempo para atingir. Pelo menos que fornecesse uma estimativa.,19,17,90,gostar funcionalidade gostar possibilidade salario fundamento legal atingido faltar atingir fornecer estimativa,I really liked having this functionality because now I can simulate my retirement myself. I would like there to be the possibility of simulating salary also due to the legal basis that has not yet been achieved but there is little time left to achieve. at least provide an estimate.
2750,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Simulador fácil de usar,15,16,"77,5",facil,Easy to use simulator
2755,Sim,Concordo totalmente,5,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,"Gostei da interface, mas há muitas siglas que causam dúvidas e incompreensão sobre o que os dados utilizados nos cálculos.
Há também, no meu caso, dentre as opções apresentadas na plataforma não consta a apresentada via OFÍCIO Nº 201/2023 - CLN-DGP/DAAP-DGP/DGP-PRD/PRO-PRD/RET/IFSP de 27 de setembro de 2023. que diz que: art. 10, §2º III e § 4º, da EC 103/2019 , garantindo, salvo alteração legislativa ou constitucional ulteriores, a aposentadoria voluntária a partir 02/06/24.",9,7,40,gostar interface sigla causar duvida incompreensao dado utilizar calculo opcao plataforma constar via oficio cln dgp daap dgp dgp prd pro prd ret ifsp setembro art garantir salvo alteracao legislativo constitucional ulteriores voluntario,"I liked the interface, but there are many acronyms that cause doubts and misunderstanding about the data used in the calculations. There is also, in my case, among the options presented on the platform, the one presented via letter no. 201/2023 - cln-dgp/ daap-dgp/dgp-prd/pro-prd/ret/ifsp of September 27, 2023. which says: art. 10, §2º iii and § 4º, of ec 103/2019, guaranteeing, unless subsequent legislative or constitutional changes, voluntary retirement from 06/02/24."
2757,Sim,Concordo parcialmente,4,Concordo totalmente,5,Discordo parcialmente,2,Discordo totalmente,1,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Acho que a linguagem pode ser melhorada ,7,7,35,linguagem melhorar,I think the language can be improved
2761,Sim,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Gostei.,11,17,70,gostar,I liked.
2767,Sim,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Não,15,5,50,,No
2776,Sim,Concordo totalmente,5,Concordo totalmente,5,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,O facilitador ajuda muito,14,15,"72,5",facilitador ajudar,The facilitator helps a lot
2780,Sim,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Concordo totalmente,5,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo totalmente,5,Não,17,4,"52,5",,No
2782,Sim,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo parcialmente,2,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,Disse que vou me aposentar quando eu tiver 120 anos .... tem algo muito errado aí. ,3,9,30,ano errar,I said I'm going to retire when I'm 120 years old.... something is very wrong there.
2783,Sim,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,"O simulador é interessante, mais precisa ter uma linguagem menos técnica. ",2,4,15,interessante precisar linguagem tecnico,"The simulator is interesting, but it needs to have a less technical language."
2784,Sim,"Não concordo, nem discordo",3,Discordo parcialmente,2,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Tenho 37 anos de contribuição e 63 anos e não há qualquer hipótese de aposentadoria para mim. Como assim???,3,15,45,ano contribuicao ano hipotese,I have contributed 37 years and are 63 years old and there is no chance of retirement for me. like this???
2793,Sim,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo totalmente,5,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,"Para mim aparece 2 possibilidades de aposentadoria, uma delas deverei estar com 105 anos, acho isso impossível.
É preciso deixar mais clara a  lei que ampara para usar tipo pontos,  tempo, enfim e ter um simulador de cálculos de salário. ",14,15,"72,5",aparecer possibilidade ano impossivel preciso deixar claro lei ampar enfim calculo salario,"For me there are 2 possibilities for retirement, one of them I must be 105 years old, I think that is impossible. It is necessary to make the law that supports the use of points, time, and so on, and have a salary calculation simulator clearer."
2802,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,"Possibilitar incluir tempo de serviço ou contribuição de outro regime de previdência, por exemplo, RGPS.
Mas, destaco a boa iniciativa de proporcionar aos funcionários quanto tempo falta para aposentadoria, quais regras se dará o direito, inclusive com perspectiva de valores da aposentadoria. ",14,13,"67,5",possibilitar incluir contribuicao outro regime previdencia rgp destaco iniciativa proporcionar funcionario regra direito perspectiva,"Make it possible to include time of service or contribution from another pension scheme, for example, rgps.but, I highlight the good initiative of providing employees with how much time is left until retirement, what rules they will be entitled to, including the perspective of retirement values."
2809,Sim,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Poderia ser integrado ao sistema de contribuições do INSS, pois tenho tempo de contribuição ainda não averbado. ",14,19,"82,5",integrar contribuicao inss contribuicao averbado,"It could be integrated into the INSS contribution system, as I have contribution time that has not yet been registered."
2810,Sim,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,Discordo parcialmente,2,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Como eu tenho um CTC que foi averbada ela não aparece no simulador. Acredito que para representar a atual realidade teria que ter um campo no simulador para adicionar periodos que não não estão no sistema. Não posso simular minha aposentadoria porque não tenho o tempo da minha CTC no sistema.,17,18,"87,5",ctc averbar aparecer acreditar representar atual realidade campo adicionar periodo ctc,"As I have a CTC that was registered, it does not appear in the simulator. I believe that to represent the current reality there would have to be a field in the simulator to add periods that are not in the system. I can't simulate my retirement because I don't have my CTC time in the system."
2817,Sim,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,"No simulador apenas aparece opção de aposentadoria pelo rpps, acho que deveria mostrar também a opção pelo rgps",9,8,"42,5",aparecer opcao rpps mostrar opcao rgp,"In the simulator, only the retirement option via rpps appears, I think it should also show the option via rgps"
2819,Sim,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Não consegui entender direito as opções apresentadas no simulador.,7,6,"32,5",conseguir entender direito opcao,I couldn't really understand the options presented in the simulator.
2820,Sim,Concordo parcialmente,4,Discordo totalmente,1,Discordo totalmente,1,Discordo parcialmente,2,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Como se trata de um simulador, poderia apresentar a informação completa. Ele não ajuda em muita coisa porque não faz a simulação da aposentadoria quando chegar os periodos possiveis da aposentadoria do servidor. So aparece a data. Sugiro que melhorem o simulador, incluindo a previsão do valor de aposentadoria",6,15,"52,5",tratar informacao completo ajudar chegar periodo aparecer data sugiro melhor incluir previsao,"As it is a simulator, it could present complete information. It doesn't help much because it doesn't simulate retirement when the server's possible retirement periods arrive. only the date appears. I suggest you improve the simulator, including predicting the retirement value"
2823,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,muito fácil de simular a aposentadoria,17,20,"92,5",facil,Very easy to simulate retirement
2824,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,ok,10,10,50,,Ok
2835,Sim,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,acho importante saber o índice de atualização monetária aplicado em cada competência ,14,16,75,importante indice atualizacao monetario aplicar competencia,I think it is important to know the monetary update index applied to each competency
2843,Sim,"Não concordo, nem discordo",3,Discordo parcialmente,2,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não concordo, nem discordo",3,Sem sugestões.,6,11,"42,5",sugestao,No suggestions.
2850,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Concordo parcialmente,4,O simulador de aposentadoria veio pra facilitar o calculo do tempo de serviço,20,16,90,vir pra facilitar calculo,The retirement simulator came to facilitate the calculation of length of service
2851,Sim,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,No momento não tenho elogios e nem críticas para contribuir.,16,7,"57,5",elogio critica contribuir,At the moment I have no praise or criticism to contribute.
2852,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Não,20,20,100,,No
2853,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Acredito que no meu caso por ter completado todo os requisitos para a aposentadoria, o sistema está trazendo as informações corretas com todas as legislações e opção de aposentadoria. Portanto seria melhor outros servidores que ainda precisam completar algum dos requisitos testar, para que sejam  observadas as informações fornecidas a esse servidor se existe alguma inconsistência na informação dos requisitos de aposentadoria.",18,20,95,acreditar completar requisito informacao correto legislacao opcao outro precisar completar algum requisito testar observar informacao fornecir existir algum inconsistencia informacao requisito,"I believe that in my case, because I completed all the requirements for retirement, the system is providing the correct information with all the legislation and retirement options. Therefore, it would be better for other servers who still need to complete some of the requirements to test, so that the information provided to that server is observed if there is any inconsistency in the information regarding retirement requirements."
2855,Sim,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,"Não concordo, nem discordo",3,"No simulado não aparece meu tempo Correto e quando solicitei a  certidão de tempo de servico, comprovei a diferença de registro.
Como corrigir isso ?",4,13,"42,5",simulado aparecer correto solicitar certidao comproveir diferenca registro corrigir,"My correct time does not appear in the simulation and when I requested the service time certificate, I confirmed the difference in registration. How can I correct this?"
2857,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,atualizacao do sistema para puxar vinculos anteriores ao serviço publico,19,16,"87,5",atualizacao puxar vinculo anterior publico,System update to pull previous links to the public service
2858,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,"Não concordo, nem discordo",3,Concordo totalmente,5,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,"O simulador apresentou tempo incorreto (24 anos) embora eu tenha 26 anos 9 meses e 15 dias, e 100% do meu tempo de contribuição seja no serviço público federal. E ainda não respeita o direito adquirido da regra de transição do art 3 da EC 47/2005 para quem ja havia completado 35 anos antes da EC 103/2019. A revogação dessa regra pelo art 35 IV da EC 103/2019 só pode produzir efeito para quem NÃO havia completado até 13/11/2019 todos os requisitos que vigoravam antes da EC 103/2019.",12,15,"67,5",incorreto ano ano dia contribuicao publico federal respeitar direito adquirir regra transicao art completar ano revogacao regra art produzir efeito completar requisito vigorar,"The simulator showed incorrect time (24 years) even though I am 26 years 9 months and 15 days, and 100% of my contribution time is in the federal public service. and it still does not respect the acquired right of the transition rule of art 3 of ec 47/2005 for those who had already turned 35 years old before ec 103/2019. the revocation of this rule by art 35 iv of ec 103/2019 can only take effect for those who had not completed by 11/13/2019 all the requirements that were in force before ec 103/2019."
2860,Sim,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo parcialmente,4,"Em realidade, é um sistema fácil, restando dúvida apenas sobre qual a lei / artigo que pode reconhecer o direito.

No meu caso, assinalei a opção correta, porém na dúvida, consultei as demais opções.

Enfim, minha maior preocupação se deu no valor gerado/simulado, assim se confirmado como espero, falta mesmo a mim apenas amadurecer a ideia de ""parar"", posto que gosto do que faço.
A preparação psicológica e cuidado físicos são importantes.
",20,10,75,realidade facil restar duvida lei artigo reconhecer direito assinalei opcao correto duvida consultar opcao enfim preocupacao gerar confirmar esperar faltar amadurecer ideia parar posto gostar preparacao psicologico cuidar fisico importante,"In reality, it is an easy system, with only doubt remaining as to which law/article can recognize the right. In my case, I selected the correct option, but when in doubt, I consulted the other options. Ultimately, my biggest concern was the value generated/simulated, if confirmed as I hope, I just need to mature the idea of ​​""stopping"", since I like what I do. Psychological preparation and physical care are important."
2861,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,"As regras penalizaram muito funcionarios publicos do sexo masculino, as possibilidades para quem já tinha muitos anos de trabalho foram injustas.",17,11,70,regra penalizar funcionario publico sexo masculino possibilidade ano trabalho injusto,"The rules heavily penalized male public servants, the possibilities for those who had already worked for many years were unfair."
2863,Sim,Discordo totalmente,1,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Não,12,14,65,,No
2869,Sim,Concordo parcialmente,4,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Sem demais considerações ,16,15,"77,5",consideracao,No other considerations
2871,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Só acho que faltou de onde vem o valor resultante. 
Visto que deveria informar o que deixou de integrar no valor a receber. ",18,20,95,faltar vir resultante informar deixar integrar receber,I just think I missed where the resulting value comes from. as it should inform what was no longer included in the amount receivable.
2875,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Falta o simulador indicar qual será o valor mensal da aposentadoria, isso não foi informado.",18,19,"92,5",faltar indicar mensal informar,"The simulator does not indicate what the monthly retirement amount will be, this was not informed."
2880,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Parabéns o Sou.gov por disponibilizar mais mais essa excelente ferramenta aos servidores e pensionistas. ,19,15,85,parabem gov disponibilizar excelente ferramentar pensionista,Congratulations to sou.gov for making this excellent tool available to civil servants and pensioners.
2885,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Prático, rápido e claro. ",20,20,100,pratico rapido claro,"Practical, fast and clear."
2888,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,"Com abrangência maior oferecida pelo meu INSS, não vou usar esse do sougov",14,16,75,abrangencia oferecer inss sougov,"With greater coverage offered by my inss, I will not use this one from sougov"
2890,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Discordo parcialmente,2,Discordo totalmente,1,"Consta do simulador de aposentadoria dado inconsistente no que tange à data que eu ingressei no serviço público, o que deve ser retificado. Meu ingresso no serviço público se deu em 30/01/1995, e não em 02/03/2007, que foi a data que entrei na AGU, tanto é que no campo ¿Contribuição/Tempo de serviço¿ constante do sistema, consta a informação que eu tenho 29 anos e 8 meses de contribuição/tempo de serviço.",15,19,85,constar inconsistente tangir data ingressei publico retificar ingresso publico data entrar agu campo contribuicao constante constar informacao ano contribuicao,"The retirement simulator contains inconsistent data regarding the date I entered public service, which must be rectified. My entry into public service took place on 01/30/1995, and not on 03/02/2007, which was the date I entered AGU, so much so that in the field ¿contribution/time of service¿ contained in the system, there is the information that I am 29 years old and have 8 months of contribution/time of service."
2892,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,"Na realidade, iniciei a carreira há poucos meses. A minha simulação encontra-se incompleta por falta de documentos e de tempo de trabalho.",16,18,85,realidade iniciei carreira encontrar incompleto documento trabalho,"In fact, I started my career a few months ago. My simulation is incomplete due to lack of documents and working time."
2895,Sim,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,"Há necessidade do setor de pessoal alimentar adequadamente o sistema (valores de contribuições, tempos averbados...), para que a simulação seja o mais próximo da realidade do servidor, o sistema muito fácil de usar, parabéns pela iniciativa.",15,15,75,necessidade setor pessoal alimentar adequadamente contribuicao averbar realidade facil parabens iniciativa,"There is a need for the personnel sector to properly feed the system (contribution values, recorded times...), so that the simulation is as close to the server's reality, the system is very easy to use, congratulations on the initiative."
