ID,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência","2
Eu achei o Simulador de Aposentadoria muito complexo","3
Eu achei o Simulador de Aposentadoria fácil de usar","4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria","5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas","6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência","7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente","8
Eu achei o Simulador de Aposentadoria difícil de usar","9
Eu me senti confiante usando o Simulador de Aposentadoria","10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria",comments,X,Y,sus,clean_text
2763,5,5,5,1,3,1,3,1,3,1,,14,16,75.0,
2764,5,5,5,1,4,2,5,1,2,1,,16,15,77.5,
2767,4,4,4,4,4,4,4,4,4,4,Não,15,5,50.0,
2770,4,4,4,4,4,4,4,4,4,4,,15,5,50.0,
2776,5,5,3,2,5,1,5,1,1,1,O facilitador ajuda muito,14,15,72.5,facilitador ajudar
2780,5,4,4,5,5,3,4,4,4,5,Não,17,4,52.5,
2782,1,3,3,2,1,5,2,3,1,3,Disse que vou me aposentar quando eu tiver 120 anos .... tem algo muito errado aí. ,3,9,30.0,ano errar
2783,3,5,1,5,1,3,1,5,1,3,"O simulador é interessante, mais precisa ter uma linguagem menos técnica. ",2,4,15.0,interessante precisar linguagem tecnico
2784,3,2,1,1,1,5,2,1,1,1,Tenho 37 anos de contribuição e 63 anos e não há qualquer hipótese de aposentadoria para mim. Como assim???,3,15,45.0,ano contribuicao ano hipotese
2786,3,1,5,1,5,1,5,1,5,1,,18,20,95.0,
2793,3,2,5,2,3,2,4,2,4,2,"Para mim aparece 2 possibilidades de aposentadoria, uma delas deverei estar com 105 anos, acho isso impossível.
É preciso deixar mais clara a  lei que ampara para usar tipo pontos,  tempo, enfim e ter um simulador de cálculos de salário. ",14,15,72.5,aparecer possibilidade ano impossivel preciso deixar claro lei ampar enfim calculo salario
2794,4,4,1,1,5,1,5,1,4,1,,14,17,77.5,
2795,3,1,3,1,2,1,3,1,3,1,,9,20,72.5,
2796,2,3,4,4,2,4,4,4,2,4,,9,6,37.5,
2802,4,2,4,2,3,2,4,4,4,2,"Possibilitar incluir tempo de serviço ou contribuição de outro regime de previdência, por exemplo, RGPS.
Mas, destaco a boa iniciativa de proporcionar aos funcionários quanto tempo falta para aposentadoria, quais regras se dará o direito, inclusive com perspectiva de valores da aposentadoria. ",14,13,67.5,possibilitar incluir contribuicao outro regime previdencia rgp destaco iniciativa proporcionar funcionario regra direito perspectiva
2806,4,1,1,1,5,1,5,1,4,1,,14,20,85.0,
2809,3,2,5,1,3,1,3,1,5,1,"Poderia ser integrado ao sistema de contribuições do INSS, pois tenho tempo de contribuição ainda não averbado. ",14,19,82.5,integrar contribuicao inss contribuicao averbado
2810,5,3,5,1,2,1,5,1,5,1,Como eu tenho um CTC que foi averbada ela não aparece no simulador. Acredito que para representar a atual realidade teria que ter um campo no simulador para adicionar periodos que não não estão no sistema. Não posso simular minha aposentadoria porque não tenho o tempo da minha CTC no sistema.,17,18,87.5,ctc averbar aparecer acreditar representar atual realidade campo adicionar periodo ctc
2812,3,1,5,1,1,3,3,3,4,1,,11,16,67.5,
2817,4,3,2,4,2,4,2,4,4,2,"No simulador apenas aparece opção de aposentadoria pelo rpps, acho que deveria mostrar também a opção pelo rgps",9,8,42.5,aparecer opcao rpps mostrar opcao rgp
2819,4,4,2,5,2,2,2,4,2,4,Não consegui entender direito as opções apresentadas no simulador.,7,6,32.5,conseguir entender direito opcao
2820,4,1,1,2,1,3,3,1,2,3,"Como se trata de um simulador, poderia apresentar a informação completa. Ele não ajuda em muita coisa porque não faz a simulação da aposentadoria quando chegar os periodos possiveis da aposentadoria do servidor. So aparece a data. Sugiro que melhorem o simulador, incluindo a previsão do valor de aposentadoria",6,15,52.5,tratar informacao completo ajudar chegar periodo aparecer data sugiro melhor incluir previsao
2823,5,1,4,1,4,1,5,1,4,1,muito fácil de simular a aposentadoria,17,20,92.5,facil
2824,3,3,3,3,3,3,3,3,3,3,ok,10,10,50.0,
2828,4,2,2,4,1,3,3,3,2,3,,7,10,42.5,
2833,5,1,5,2,4,1,4,1,5,1,,18,19,92.5,
2835,5,3,4,1,3,2,4,2,3,1,acho importante saber o índice de atualização monetária aplicado em cada competência ,14,16,75.0,importante indice atualizacao monetario aplicar competencia
2842,5,5,5,1,5,1,5,1,5,1,,20,16,90.0,
2843,3,2,2,3,2,3,2,3,2,3,Sem sugestões.,6,11,42.5,sugestao
2850,5,1,5,1,5,1,5,2,5,4,O simulador de aposentadoria veio pra facilitar o calculo do tempo de serviço,20,16,90.0,vir pra facilitar calculo
2851,5,3,5,4,4,3,4,4,3,4,No momento não tenho elogios e nem críticas para contribuir.,16,7,57.5,elogio critica contribuir
2852,5,1,5,1,5,1,5,1,5,1,Não,20,20,100.0,
2853,3,1,5,1,5,1,5,1,5,1,"Acredito que no meu caso por ter completado todo os requisitos para a aposentadoria, o sistema está trazendo as informações corretas com todas as legislações e opção de aposentadoria. Portanto seria melhor outros servidores que ainda precisam completar algum dos requisitos testar, para que sejam  observadas as informações fornecidas a esse servidor se existe alguma inconsistência na informação dos requisitos de aposentadoria.",18,20,95.0,acreditar completar requisito informacao correto legislacao opcao outro precisar completar algum requisito testar observar informacao fornecir existir algum inconsistencia informacao requisito
2855,3,4,1,3,3,1,1,1,1,3,"No simulado não aparece meu tempo Correto e quando solicitei a  certidão de tempo de servico, comprovei a diferença de registro.
Como corrigir isso ?",4,13,42.5,simulado aparecer correto solicitar certidao comproveir diferenca registro corrigir
2857,4,1,5,2,5,4,5,1,5,1,atualizacao do sistema para puxar vinculos anteriores ao serviço publico,19,16,87.5,atualizacao puxar vinculo anterior publico
2858,4,1,4,1,3,5,3,2,3,1,"O simulador apresentou tempo incorreto (24 anos) embora eu tenha 26 anos 9 meses e 15 dias, e 100% do meu tempo de contribuição seja no serviço público federal. E ainda não respeita o direito adquirido da regra de transição do art 3 da EC 47/2005 para quem ja havia completado 35 anos antes da EC 103/2019. A revogação dessa regra pelo art 35 IV da EC 103/2019 só pode produzir efeito para quem NÃO havia completado até 13/11/2019 todos os requisitos que vigoravam antes da EC 103/2019.",12,15,67.5,incorreto ano ano dia contribuicao publico federal respeitar direito adquirir regra transicao art completar ano revogacao regra art produzir efeito completar requisito vigorar
2860,5,3,5,5,5,2,5,1,5,4,"Em realidade, é um sistema fácil, restando dúvida apenas sobre qual a lei / artigo que pode reconhecer o direito.

No meu caso, assinalei a opção correta, porém na dúvida, consultei as demais opções.

Enfim, minha maior preocupação se deu no valor gerado/simulado, assim se confirmado como espero, falta mesmo a mim apenas amadurecer a ideia de ""parar"", posto que gosto do que faço.
A preparação psicológica e cuidado físicos são importantes.
",20,10,75.0,realidade facil restar duvida lei artigo reconhecer direito assinalei opcao correto duvida consultar opcao enfim preocupacao gerar confirmar esperar faltar amadurecer ideia parar posto gostar preparacao psicologico cuidar fisico importante
2861,5,2,4,4,5,2,4,2,4,4,"As regras penalizaram muito funcionarios publicos do sexo masculino, as possibilidades para quem já tinha muitos anos de trabalho foram injustas.",17,11,70.0,regra penalizar funcionario publico sexo masculino possibilidade ano trabalho injusto
2863,1,2,4,2,4,3,4,2,4,2,Não,12,14,65.0,
2864,5,1,5,1,1,1,5,1,5,1,,16,20,90.0,
2868,5,1,5,5,5,1,5,1,5,4,,20,13,82.5,
2869,4,4,5,1,4,1,4,2,4,2,Sem demais considerações ,16,15,77.5,consideracao
2870,3,5,1,5,3,3,2,5,2,2,,6,5,27.5,
2871,3,1,5,1,5,1,5,1,5,1,"Só acho que faltou de onde vem o valor resultante. 
Visto que deveria informar o que deixou de integrar no valor a receber. ",18,20,95.0,faltar vir resultante informar deixar integrar receber
2875,4,1,5,2,4,1,5,1,5,1,"Falta o simulador indicar qual será o valor mensal da aposentadoria, isso não foi informado.",18,19,92.5,faltar indicar mensal informar
2879,5,3,5,1,5,1,5,3,5,3,,20,14,85.0,
2880,5,2,5,4,4,1,5,1,5,2,Parabéns o Sou.gov por disponibilizar mais mais essa excelente ferramenta aos servidores e pensionistas. ,19,15,85.0,parabem gov disponibilizar excelente ferramentar pensionista
2882,4,2,5,1,3,3,4,1,4,1,,15,17,80.0,
2885,5,1,5,1,5,1,5,1,5,1,"Prático, rápido e claro. ",20,20,100.0,pratico rapido claro
2888,4,2,5,1,3,3,4,2,3,1,"Com abrangência maior oferecida pelo meu INSS, não vou usar esse do sougov",14,16,75.0,abrangencia oferecer inss sougov
2890,3,1,5,1,5,2,5,1,2,1,"Consta do simulador de aposentadoria dado inconsistente no que tange à data que eu ingressei no serviço público, o que deve ser retificado. Meu ingresso no serviço público se deu em 30/01/1995, e não em 02/03/2007, que foi a data que entrei na AGU, tanto é que no campo ¿Contribuição/Tempo de serviço¿ constante do sistema, consta a informação que eu tenho 29 anos e 8 meses de contribuição/tempo de serviço.",15,19,85.0,constar inconsistente tangir data ingressei publico retificar ingresso publico data entrar agu campo contribuicao constante constar informacao ano contribuicao
2892,4,2,4,1,4,1,5,1,4,2,"Na realidade, iniciei a carreira há poucos meses. A minha simulação encontra-se incompleta por falta de documentos e de tempo de trabalho.",16,18,85.0,realidade iniciei carreira encontrar incompleto documento trabalho
2895,4,3,4,2,4,3,5,1,3,1,"Há necessidade do setor de pessoal alimentar adequadamente o sistema (valores de contribuições, tempos averbados...), para que a simulação seja o mais próximo da realidade do servidor, o sistema muito fácil de usar, parabéns pela iniciativa.",15,15,75.0,necessidade setor pessoal alimentar adequadamente contribuicao averbar realidade facil parabens iniciativa
2896,2,3,3,3,2,5,4,3,2,4,A aplicação deve oferecer dados corretos ou demonstrar quais são as bases e/ou as possibilidades de inconsistências. Alguns que buscaram a informação (inclusive eu) tiveram datas fora da realidade informadas.,8,7,37.5,aplicacao oferecer dado correto demonstrar base possibilidade inconsistencia algum buscar informacao data realidade informar
2898,3,1,5,5,4,2,4,1,4,1,,15,15,75.0,
2900,4,2,4,2,3,4,4,2,4,2,Sugiro que o simulador de aposentadoria apresente os valores (cálculos)  de aposentadoria a mais próximo possível da realidade do salário do servidor.,14,13,67.5,sugiro apresente calculo realidade salario
2901,5,1,5,2,3,1,3,2,4,2,,15,17,80.0,
2902,5,1,5,1,5,1,5,1,5,1,Adorei e achei muito prática esta ferramenta para simular a aposentadoria! As minhas dúvidas foram desanuviadas em relação ao meu direito de aposentar de acordo com a reforma da previdência em 2019. ,20,20,100.0,adorar pratica ferramenta duvida desanuviar direito acordo reforma previdencia
2905,3,2,4,4,4,2,3,4,4,4,,13,9,55.0,
2907,4,1,5,1,4,1,2,1,4,5,,14,16,75.0,
2908,3,3,4,5,4,4,4,4,4,4,,14,5,47.5,
2910,3,1,5,2,3,5,5,5,4,4,,15,8,57.5,
2911,5,1,5,4,5,1,5,1,5,1,,20,17,92.5,
2912,5,5,5,5,5,5,5,3,4,1,Ótima iniciativa ,19,6,62.5,otimo iniciativa
2914,3,1,4,1,4,1,4,1,4,1,,14,20,85.0,
2915,5,2,5,1,4,2,4,2,4,1,Possibilidade de incluir os proventos no simulador ,17,17,85.0,possibilidade incluir provento
2918,5,1,5,1,5,4,5,1,5,1,"Tenho tempo averbado, gostaria que o simulador tivesse duas opções de simulação: usando o tempo averbado e não usando o tempo averbado. E em seguida, uma tabela comparativa.",20,17,92.5,averbado gostar opcao averbado averbado seguida tabela comparativo
2919,5,4,5,2,4,4,4,1,3,2,,16,12,70.0,
2921,1,1,5,2,5,1,5,1,5,1,Excelente iniciativa!,16,19,87.5,excelente iniciativa
2922,4,1,5,1,5,1,5,1,5,1,,19,20,97.5,
2924,4,2,4,2,4,2,4,2,4,2,,15,15,75.0,
2926,5,2,4,4,3,1,2,1,4,4,"As definições baseadas nas leis apresentadas como opções de possíveis formas de aposentadorias poderiam ser explicadas mais claramente além de somente citar artigo e parágrafo. Poderia apresentar claramente se há ou não paridade ou, em caso de não paridade, qual indice de reajuste o benefício estará submetido para cada opção de escolha.",13,13,65.0,definicao basear lei opcao explicar claramente citar artigo paragrafo claramente paridader paridader indice reajuste beneficio submeter opcao escolha
2928,5,1,5,1,3,1,5,1,3,3,"Ferramenta não é difícil o que dificulta é conhecer as regras divergentes e tantas possibilidades de data.

Não fica claro qual diferença entre as possibilidades, ou seja, data real e valor da aposentadoria se fosse hj.",16,18,85.0,ferramentar dificil dificultar conhecer regra divergente possibilidade data claro diferenca possibilidade data real
2931,5,1,5,1,5,1,5,1,5,1,Muito bacana mais esta opção disponível no SouGov.,20,20,100.0,bacano opcao disponivel sougov
2932,5,2,4,2,3,4,4,2,2,1,"Falta uma ligação direta com a carteira digital de trabalho, onde temos outras contribuições a serem incluídas.",13,14,67.5,faltar ligacao direto carteira digital trabalho outro contribuicao incluir
2933,4,1,5,1,4,1,5,1,4,1,,17,20,92.5,
2934,4,4,4,3,4,2,4,2,4,2,Achei um grande avanço o simulador! Aos poucos a ferramenta vai aprimorando,15,12,67.5,avanco ferramenta aprimorar
2935,4,1,5,1,4,1,5,1,4,1,"O simulador apresentou o valor final de média aritmética. A informação ficou descontextualizada, pois, até onde entendi, o RPPS não paga, necessariamente, o valor integral da média. ",17,20,92.5,media aritmetico informacao descontextualizado entender rpps pagar necessariamente integral media
2942,4,2,4,1,3,2,4,2,4,1,,14,17,77.5,
2943,4,1,5,1,5,2,5,1,4,1,Estava faltando esta ferramenta para os servidores aposentáveis ou próximo de se aposentar. ,18,19,92.5,faltar ferramenta aposentavel
2948,3,3,3,1,1,1,5,1,3,5,"Simulador ainda não funciona corretamente. Na opção de pela aposentadoria com vencimentos integrais e paridade, estima incorretamente o tempo para atingimento do requisito e não informa na tela final.",10,14,60.0,funcionar corretamente opcao vencimento integral paridade estimar incorretamente atingimento requisito informar tela
2949,5,4,4,2,4,1,5,2,4,4,"Acho que o que não fica claro, são os valores que o servidor perde.
Poderia ter informações tais como: Perde Alimentação e etc",17,12,72.5,claro perder informacao perder alimentacao etc
2950,4,1,5,1,5,4,5,1,3,1,,17,17,85.0,
2952,5,1,5,1,5,1,5,1,5,1,Parabéns pelo simulador...agiliza muito e não sobrecarrega os setores de Gestão de Pessoas ,20,20,100.0,parabens agilizar sobrecarregar setor gestao pessoa
2953,5,1,5,5,4,3,5,1,4,1,,18,14,80.0,
2954,4,3,2,5,5,3,3,3,4,4,ferramenta importante,13,7,50.0,ferramentar importante
2955,1,1,1,1,1,1,1,1,1,1,"tenho 68 anos incompletos e o Simulador apresenta a data de 2057 para aposentadoria.  Certamente há erro.

",0,20,50.0,ano incompleto data erro
2957,1,1,3,5,1,3,1,1,1,4,"Quando usei, vieram várias opções e não consegui entender até hoje o tempo da minha aposentadoria. Muita informação desnecessária e sem aplicabilidade imediata. ",2,11,32.5,usei vir varias opcao conseguir entender hoje informacao desnecessario aplicabilidade imediato
2958,5,4,4,4,4,4,4,4,4,4,,16,5,52.5,
2960,5,5,5,1,4,3,5,1,5,2,gostei muito desse simulador ,19,13,80.0,gostar
2961,1,4,4,1,4,1,4,1,4,1,,12,17,72.5,
2963,3,3,3,4,3,3,4,3,3,3,,11,9,50.0,
2969,4,3,4,3,4,3,4,3,4,3,"Só notei que a data de meu nascimento está errado. Minha data de nascimento: 31/03/1961 e está 30/03/1961.
",15,10,62.5,notar data nascimento errado data nascimento
2970,4,3,4,4,3,4,3,3,4,3,,13,8,52.5,
2972,5,2,5,1,4,2,4,1,4,2,,17,17,85.0,
2974,5,4,4,5,4,4,4,3,4,4,,16,5,52.5,
2978,1,2,1,2,1,2,1,2,1,2,,0,15,37.5,
2980,1,2,4,2,3,1,4,2,3,1,,10,17,67.5,
2981,5,1,5,5,5,1,5,1,5,1,Parabéns pela implantação so Simulador!,20,16,90.0,parabens implantacao
2984,5,1,5,1,5,1,5,1,5,1,,20,20,100.0,
2989,5,2,4,2,5,1,4,1,4,1,Dúvidas específicas da categoria. Ex. Inclusão do bônus de eficiencia,17,18,87.5,duvida especifico categoria inclusao bonu eficiencia
2990,4,4,4,1,4,1,4,1,4,1,Parabéns. Facilita a visa profissional do servidor ,15,17,80.0,parabens facilitar visa profissional
2991,5,1,5,1,5,1,5,1,5,1,,20,20,100.0,
2992,2,3,4,4,3,5,3,3,3,2,Não achei local que pudesse acrescentar tempo de contribuição em empresa privada antes de ingressar no serviço público.,10,8,45.0,acrescentar contribuicao empresa privado ingressar publico
2993,5,1,5,1,2,1,5,1,5,1,"Excelente ferramenta, trouxe tranquilidade, previsibilidade e segurança aos servidores que estão próximos ou mesmo àqueles que ainda falta muita tempo para aposentar.
Apresento apenas as seguintes sugestões:
1 - Detalhamento do tempo de serviço, como por exemplo tempo não inserido na contagem, como faltas etc. com possibilidade de emissão de Certidão.
2 - Link para solicitação automática das férias, gerando, ao se escolher a modalidade, um processo automático para tramitação da aposentadoria.
",17,20,92.5,excelente ferramentar tranquilidade previsibilidade seguranca faltar seguinte sugestao detalhamento inserir contagem etc possibilidade emissao certidao linkr solicitacao automatico feria gerar escolher modalidade processo automatico tramitacao
2994,5,1,5,1,3,5,5,1,1,1,"Vi que o simulador está considerando somente as contribuições que verti desde o meu ingresso no cargo em 2007, e não de todo o tempo de serviço.",14,16,75.0,considerar contribuicao vertir ingresso cargo
2997,5,2,4,5,5,1,5,1,4,2,,18,14,80.0,
3004,1,3,3,1,1,5,3,3,3,1,"Este simulador não serve para nada, muito menos para quem está no RPC. 
Não apresenta os dados do BE, com a devida memória de cálculo, e não dá a mínima previsão de quanto seria uma eventual aposentadoria atual.
Estamos completamente às cegas!
Se morrermos ou ficarmos incapacitados, não sabemos nada de quanto seria eventual pensão ou aposentadoria.
Não temos nem com ter um mínimo planejamento.
Um absurdo isso!
",6,12,45.0,servir rpc dado devida memoria calculo pequeno previsao atual completamente cega morrermo ficarmo incapacitar pensao minimo planejamento absurdo
3005,4,2,4,4,1,3,4,3,4,2,Os valores de remuneração pós aposentadoria não aparecem. Isso é a principal informação que se deseja saber.,12,11,57.5,remuneracao pos aparecer principal informacao desejar
3006,5,1,5,5,5,1,5,1,5,1,"Bom dia! Achei bastante prático utilizar o simulador de aposentadoria, a única dificuldade encontrada é porque não conheço a legislação, ou seja, a fundamentação para a minha aposentadoria. No caso preciso de alguém com conhecimento que me oriente em qual fundamentação se encaixa a minha aposentadoria. ",20,16,90.0,dia pratico utilizar unico dificuldade encontrar conhecer legislacao fundamentacao preciso alguem conhecimento oriente fundamentacao encaixar
3007,4,2,4,2,4,2,4,2,3,2,"Junto ao simulador, deveria ter o canal direto com a Seção de Gestão de Pessoas, para que possamos solicitar informações diretas e com cada caso específico, até para ajudar no planejamento da Aposentadoria.",14,15,72.5,junto canal direto secao gestao pessoa possar solicitar informacao direto especifico ajudar planejamento
3011,5,1,5,1,5,1,5,1,5,1,"Excelente simulador, muito fácil de usar, somente tem que ler com muita atenção.",20,20,100.0,excelente facil ler atencao
3012,5,2,4,2,4,5,3,2,1,3,"Tentei simular a minha aposentadoria, mas o sistema não retorna quanto tempo faltaria, etc.",12,11,57.5,retornar faltario etc
3013,4,5,2,2,4,4,5,5,5,5,"Achei fácil, pois estava bem esclarecido quanto ao ano de ingresso no serviço. ",15,4,47.5,facil esclarecer ano ingresso
3014,5,2,5,1,4,1,4,1,4,2,"Acho que apenas faltou deixar a informação final mais clara sobre o valor da simulação da renda mensal da aposentadoria, nos casos que fique com valor acima do teto do inss.",17,18,87.5,faltar deixar informacao claro renda mensal acima teto inss
3015,4,2,5,2,3,3,4,1,5,1,,16,16,80.0,
3017,2,2,2,1,2,2,2,1,2,1,,5,18,57.5,
3018,5,1,5,1,5,1,5,1,5,1,,20,20,100.0,
3019,3,3,3,3,3,3,3,3,3,3,"Sou professor EBTT no IFSP e tenho deficiência física, registrada neste órgão. Porém, aqui np SOUGOV não tem esse registro. Sendo assim, não consegui realizar a simulção. Essa é a razão de eu não concordar e nem discordar para todos os itens.",10,10,50.0,professor ebtt ifsp deficiencia fisico registrar orgao sougov registro conseguir realizar simulcao razao concordar discordar item
3020,4,4,5,4,4,4,4,4,4,1,"Gostaria que as informações ficassem mais claras, quero dizer, analítica.

Quem tempo de serviço fora do serviço público, há condições de somar tudo para se poder apurar concretamente o que está correto ou faltando? Juntar com o tempo de CLT ou nos casos de outros órgãos.",16,8,60.0,gostar informacao claro querer analitico publico condicao somar apurar concretamente correto faltar juntar clt outro orgao
3022,4,1,5,1,5,1,5,1,5,1,só lamento sobre o valor da aposentadoria depois de uma vida de dedicação ao serviço público,19,20,97.5,lamento vida dedicacao publico
3023,4,2,2,4,4,4,4,2,2,2,Muitas inconsistências dos dados constantes na base do simulador,11,11,55.0,inconsistencia dado constante base
3025,3,2,4,4,2,2,2,3,2,4,Faltou possibilidade de simulação de aposentadoria especial para deficientes.,8,10,45.0,faltar possibilidade especial deficiente
3026,5,2,4,5,1,1,5,1,2,4,,12,12,60.0,
3028,4,4,2,4,2,4,4,2,4,1,"Eu tenho uma matrícula anterior no mesmo órgão, como servidora pública, e o simulador não integrou os anos dessa matrícula.",11,10,52.5,matricula anterior orgao servidora publico integrar ano matricula
3029,5,1,5,1,4,4,5,1,5,1,"Realizei a simulação, mas na opção de aposentadoria pela média desconsiderando competências, no resumo veio um cálculo e na planilha de cálculo, apareceu o resultado considerando todas.
",19,17,90.0,realizeir opcao media desconsiderar competencia resumo vir calculo planilha calculo aparecer resultado considerar
3031,4,2,5,1,2,1,4,1,2,1,,12,19,77.5,
3032,5,1,5,1,5,1,5,1,5,1,,20,20,100.0,
3036,5,2,4,4,3,5,4,2,1,4,"Considero importante a iniciativa para o servidor público.
Entretanto, as simulações apresentam dados inconsistentes",12,8,50.0,considerar importante iniciativa publico entretanto dado inconsistente
3037,5,1,5,1,5,1,5,1,5,1,Achei o sistema fácil de usar e bem ilustrativo,20,20,100.0,facil ilustrativo
3039,5,3,4,3,3,3,3,1,5,5,,15,10,62.5,
3040,5,5,5,5,5,5,5,5,5,5,,20,0,50.0,
3050,4,2,5,4,3,1,5,1,3,2,Não,15,15,75.0,
3056,2,2,4,1,3,3,4,1,4,1,,12,17,72.5,
3059,5,2,4,1,4,2,4,1,4,1,Gostaria de poder simular acrescentando meu tempo de contribuição no RGPS.,16,18,85.0,gostar acrescentar contribuicao rgp
3062,5,5,5,1,5,1,5,1,5,5,"Achei excelente, parabéns!",20,12,80.0,excelente parabens
3064,2,1,4,1,2,5,1,4,4,1,"O simular somente acusa o período em que o servidor está no regime federal. No meu caso, em específico, tenho mais de 10 anos na iniciativa privada e este período não está contemplado na simulação, o que a torna, totalmente, falha.",8,13,52.5,acusar periodo regime federal especifico ano iniciativa privado periodo contemplado tornar totalmente falha
3065,1,5,5,2,5,1,5,1,5,1,,16,15,77.5,
3067,5,1,1,1,1,1,5,1,5,1,ok,12,20,80.0,
3068,4,1,5,4,5,1,5,5,5,1,,19,13,80.0,
3069,4,2,2,4,4,2,1,2,2,2,"O simulador deveria ter a opção de inclusão de tempos anteriores apenas para simulação, visto que na instituição que trabalho não é feita a averbação de tempo de serviço a qualquer tempo. A averbação só é permitida quando próxima da data de aposentadoria. Sendo assim o simulador não expressa a realidade do tempo de trabalho dos servidores.",8,13,52.5,opcao inclusao anterior instituicao trabalho averbacao averbacao permitir data expressar realidade trabalho
3074,4,5,4,5,2,5,2,5,2,4,O simulador precisa de ajustes e explicações mais claras d as regras e diferenças entre elas,9,1,25.0,precisar ajuste explicacao claro regra diferenca
3076,5,3,3,3,5,3,5,5,5,3,Parabéns a todos que desenvolveram o simulador de aposentadoria.,18,8,65.0,parabens desenvolver
3078,4,5,1,1,5,1,5,1,5,1,"Olá, só acho deveria explicar melhor cada tipo de aposentadoria que aparece para nós na conclusão da simulação!!",15,16,77.5,ola explicar aparecer conclusao
3079,4,3,3,2,4,2,3,3,4,2,,13,13,65.0,
3080,5,1,5,1,3,3,4,1,5,1,,17,18,87.5,
3081,5,2,5,1,4,1,4,1,5,1,,18,19,92.5,
3084,4,4,5,5,3,5,3,5,4,5,"Eu tive uma vacância em 2016 sem quebra de vínculo dentro di mesmo órgão.  Ao utilizar o simulador, percebi que ele está computando apenas meu ingresso na nova matrícula e, com isso, desconsiderando meu tempo de serviço público anterior. Grata pela atenção. ",14,1,37.5,vacancia quebra vinculo orgao utilizar percebir computar ingresso matricula desconsiderar publico anterior gratar atencao
3086,3,3,3,3,3,3,3,3,3,3,"Senti falta de opção para quem desejar se aposentar por idade, sem necessariamente conseguir os 100% dos vencimentos, como é meu caso. Se chegar a 65, eu não poderia pedir a aposentadoria ""parcial""? Entendo que essa opção é relevante para muitos servidores que ingressaram no SP em idade mais avançada como eu.",10,10,50.0,sentir opcao desejar idade necessariamente conseguir vencimento chegar pedir parcial entendo opcao relevante ingressar idade avancado
3087,3,5,1,5,1,3,3,5,1,3,"Não sei usar o simulador,precisaria entender melhor o que aparece ali para mim.",4,4,20.0,precisario entender melhor aparecer
3088,2,1,4,3,4,1,4,1,3,1,,12,18,75.0,
3090,4,2,5,3,4,3,4,2,2,4,"Considerei uma estimativa de aposentadoria para o ano de 2075 muito equivocada, mesmo contando apenas com apenas os 12 anos de contribuição que tenho registrado como servidor federal na Fiocruz.
Também não consegui visualizar o valor estimado da aposentadoria.",14,11,62.5,considerar estimativa ano equivocar contar ano contribuicao registrar federal fiocruz conseguir visualizar estimar
3091,2,1,2,1,2,1,1,2,1,1,"Site interessante,  porém,  no meu caso alguns dados não conferem.",3,19,55.0,site interessante algum dado confer
3092,3,3,3,4,3,3,3,3,2,3,,9,9,45.0,
3093,4,2,2,1,1,5,3,3,1,3,"Não permite incluir período que será levado via CTC, logo, sistema não permite a correta simulação ",6,11,42.5,permitir incluir periodo levar via ctc permitir correta
3095,3,1,4,1,1,1,4,1,4,2,,11,19,75.0,
3098,4,2,4,3,4,2,4,2,2,1,Tem que saber se os valores auferidos correspondem a realidade.,13,15,70.0,auferir corresponder realidade
3101,3,4,4,1,4,3,5,4,4,2,O resultado da simulação deveria vir acompanhado dos respectivos períodos de contribuição para uma verificação por parte do servidor.,15,11,65.0,resultado vir acompanhar respectivo periodo contribuicao verificacao
3102,4,5,4,1,4,3,3,2,3,4,"Ao final, a informação que recebi do valor de remuneração não pareceu considerar a opção que foi feita de adesão ao FUNPRESP. Além disso, o teto previdenciário deve ser somado à remuneração ou é apenas uma informação sem maiores repercussões práticas? Não fica claro.",13,10,57.5,informacao recebir remuneracao parecer considerar opcao adesao funpresp teto previdenciario somar remuneracao informacao repercussao pratico claro
3106,4,1,5,2,3,3,4,2,4,1,,15,16,77.5,
3108,2,1,5,1,4,2,2,1,4,1,Seria interessante elaborar algum tipo de resumo visual (talvez com uma matriz de integralidade x paridade) para mostrar o(s) fundamento(s) onde o servidor se enquadra.,12,19,77.5,interessante elaborar algum resumo visual matriz integralidade paridade mostrar fundamento enquadra
3109,4,1,5,1,4,1,5,1,5,1,,18,20,95.0,
3112,4,1,4,4,4,4,4,2,4,1,"A terceira simulação calculou que só vou atingir os requisitos para aposentadoria em 2068, ou seja, quando eu tiver 86 anos!!!",15,13,70.0,calcular atingir requisito ano
3114,4,1,5,1,3,3,4,5,5,1,Incluir vinculos do RGPG na simulação ,16,14,75.0,incluir vinculo rgpg
3116,2,1,5,1,4,4,5,1,5,1,,16,17,82.5,
3117,4,3,4,3,4,2,4,1,2,2,"Acredito que se constar o valor líquido e os descontos que a modalidade de aposentadoria ensejará ajudaria bastante na decisão pra aposentar,  a ausência do valor líquido e se incide ou não contribuição previdenciária, pode ser informações importantes na tomada de decisão ",13,14,67.5,acreditar constar liquido desconto modalidade ensejar ajudario decisao pra ausencia liquido incidir contribuicao previdenciario informacao importante tomada decisao
